timestamp	vm_id	val_metric	seed	cls	box	dfl	mosaic	mixup	copy_paste	degrees	scale	epochs	close_mosaic	warmup_epochs	freeze	label_smoothing	duration_min	status	notes
2026-03-21 14:38	cls	0.0000	4891	1.2	5.0	1.0	1.0	0.15	0.05	5.0	0.7	350	15	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:38	cls	0.0000	4334	1.0	10.0	1.5	1.0	0.1	0.15	10.0	0.7	280	30	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:39	cls	0.0000	8019	1.2	10.0	2.0	1.0	0.15	0.15	10.0	0.3	350	10	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:39	cls	0.0000	8283	1.0	10.0	1.0	1.0	0.05	0.15	15.0	0.3	300	20	3.0	10	0.1	0.1	failed	exit 1
2026-03-21 14:39	cls	0.0000	7324	1.0	5.0	1.0	0.8	0.15	0.05	5.0	0.7	300	20	3.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:39	cls	0.0000	7371	1.0	5.0	1.0	0.8	0.1	0.05	5.0	0.5	350	10	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:40	cls	0.0000	5025	1.0	10.0	1.0	0.9	0.15	0.1	10.0	0.3	300	15	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:40	cls	0.0000	8799	0.9	5.0	1.5	1.0	0.15	0.05	15.0	0.5	280	20	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:40	cls	0.0000	7948	1.0	7.5	2.0	0.8	0.1	0.15	5.0	0.5	300	15	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:40	cls	0.0000	9976	1.0	7.5	2.0	1.0	0.2	0.15	5.0	0.3	300	10	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:41	cls	0.0000	4716	1.2	7.5	1.5	0.9	0.2	0.1	10.0	0.3	300	20	3.0	None	0.05	0.1	failed	exit 1
2026-03-21 14:41	cls	0.0000	5544	1.0	10.0	1.0	0.9	0.1	0.1	5.0	0.3	300	30	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:41	cls	0.0000	1968	0.8	5.0	2.0	1.0	0.1	0.1	15.0	0.7	280	20	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:41	cls	0.0000	7551	1.0	10.0	2.0	1.0	0.15	0.15	5.0	0.7	300	15	3.0	None	0.05	0.1	failed	exit 1
2026-03-21 14:42	cls	0.0000	5963	1.0	10.0	2.0	1.0	0.1	0.05	5.0	0.7	350	20	5.0	5	0.0	0.1	failed	exit 1
2026-03-21 14:42	cls	0.0000	3058	1.1	7.5	1.5	0.8	0.15	0.1	5.0	0.7	300	30	3.0	None	0.05	0.1	failed	exit 1
2026-03-21 14:42	cls	0.0000	7090	0.8	7.5	1.5	0.8	0.05	0.1	15.0	0.3	350	30	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:42	cls	0.0000	3958	1.0	7.5	1.5	1.0	0.1	0.05	5.0	0.3	300	30	5.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:43	cls	0.0000	5265	0.8	5.0	1.0	1.0	0.2	0.1	5.0	0.5	300	20	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 14:43	cls	0.0000	5	0.9	5.0	2.0	1.0	0.05	0.15	10.0	0.3	300	30	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 14:43	cls	0.0000	4728	1.0	5.0	1.5	0.8	0.1	0.05	15.0	0.5	300	20	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 14:43	cls	0.0000	7354	0.8	7.5	1.0	1.0	0.1	0.05	5.0	0.3	300	15	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:44	cls	0.0000	885	0.8	7.5	1.0	0.9	0.15	0.15	10.0	0.3	280	20	5.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:44	cls	0.0000	7291	1.0	5.0	1.5	0.9	0.2	0.1	10.0	0.5	350	20	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:44	cls	0.0000	4106	0.9	7.5	2.0	0.8	0.1	0.1	15.0	0.5	280	10	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 14:44	cls	0.0000	2397	0.8	7.5	1.5	0.8	0.2	0.05	15.0	0.5	300	15	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:45	cls	0.0000	8964	1.1	5.0	2.0	0.9	0.1	0.15	5.0	0.7	300	30	5.0	10	0.1	0.1	failed	exit 1
2026-03-21 14:45	cls	0.0000	4905	1.1	10.0	1.0	0.9	0.1	0.1	15.0	0.7	300	10	5.0	None	0.05	0.1	failed	exit 1
2026-03-21 14:45	cls	0.0000	1563	1.0	10.0	2.0	0.9	0.15	0.15	15.0	0.3	300	10	3.0	None	0.05	0.1	failed	exit 1
2026-03-21 14:45	cls	0.0000	906	1.0	5.0	2.0	1.0	0.15	0.1	5.0	0.7	300	30	5.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:46	cls	0.0000	805	1.0	7.5	1.5	1.0	0.2	0.1	5.0	0.3	280	30	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:46	cls	0.0000	2855	1.1	10.0	1.0	0.9	0.1	0.15	5.0	0.7	300	20	3.0	None	0.05	0.1	failed	exit 1
2026-03-21 14:46	cls	0.0000	2882	1.0	7.5	1.5	0.8	0.1	0.1	10.0	0.5	280	10	5.0	None	0.05	0.1	failed	exit 1
2026-03-21 14:46	cls	0.0000	7289	0.9	10.0	1.0	0.9	0.15	0.05	15.0	0.7	350	20	3.0	10	0.05	0.1	failed	exit 1
2026-03-21 14:47	cls	0.0000	3104	1.0	5.0	2.0	1.0	0.05	0.05	10.0	0.7	350	20	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:47	cls	0.0000	7255	0.9	10.0	2.0	0.9	0.1	0.1	10.0	0.5	350	30	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:47	cls	0.0000	4358	1.0	7.5	1.0	1.0	0.05	0.05	15.0	0.7	350	30	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 14:48	cls	0.0000	9328	1.0	10.0	2.0	1.0	0.15	0.1	15.0	0.5	300	15	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 14:48	cls	0.0000	4704	1.2	7.5	1.5	0.8	0.15	0.15	10.0	0.7	350	30	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:48	cls	0.0000	3968	1.0	5.0	2.0	0.9	0.05	0.15	5.0	0.5	280	15	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:48	cls	0.0000	2549	0.9	7.5	1.5	0.9	0.1	0.1	10.0	0.7	350	10	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:49	cls	0.0000	3249	1.1	10.0	1.5	0.8	0.05	0.1	15.0	0.3	280	15	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 14:49	cls	0.0000	2987	1.0	7.5	1.5	1.0	0.15	0.15	15.0	0.5	300	30	3.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:49	cls	0.0000	9691	0.9	5.0	1.0	0.9	0.05	0.1	10.0	0.5	300	20	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 14:49	cls	0.0000	1624	1.0	5.0	1.5	0.8	0.2	0.05	10.0	0.5	350	15	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:50	cls	0.0000	6820	0.8	7.5	1.0	1.0	0.2	0.15	5.0	0.5	300	20	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 14:50	cls	0.0000	2811	1.0	7.5	2.0	0.8	0.2	0.05	5.0	0.5	350	30	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:50	cls	0.0000	8743	1.0	5.0	1.5	0.9	0.05	0.15	10.0	0.5	300	20	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:50	cls	0.0000	553	0.8	7.5	1.5	1.0	0.15	0.1	15.0	0.3	280	10	5.0	None	0.05	0.1	failed	exit 1
2026-03-21 14:51	cls	0.0000	2812	1.0	5.0	1.5	0.8	0.2	0.05	15.0	0.5	300	20	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:51	cls	0.0000	4609	1.1	7.5	1.5	1.0	0.05	0.15	15.0	0.3	280	20	5.0	None	0.1	0.1	failed	exit 1
2026-03-21 14:51	cls	0.0000	3577	1.0	5.0	1.0	0.8	0.1	0.05	15.0	0.3	300	15	5.0	5	0.1	0.1	failed	exit 1
2026-03-21 14:51	cls	0.0000	1244	0.9	5.0	1.5	1.0	0.05	0.1	15.0	0.3	350	15	3.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:52	cls	0.0000	6611	1.0	7.5	1.5	1.0	0.2	0.05	15.0	0.5	300	20	3.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:52	cls	0.0000	6824	1.0	10.0	1.0	0.8	0.05	0.1	15.0	0.5	300	15	3.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:52	cls	0.0000	5000	0.8	7.5	1.0	0.8	0.1	0.05	10.0	0.7	350	20	5.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:52	cls	0.0000	5267	1.0	7.5	1.5	0.8	0.15	0.15	15.0	0.3	300	15	3.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:53	cls	0.0000	9657	1.1	7.5	2.0	0.9	0.05	0.1	5.0	0.5	300	10	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:53	cls	0.0000	1868	1.0	7.5	1.5	1.0	0.2	0.15	5.0	0.7	280	15	5.0	None	0.1	0.1	failed	exit 1
2026-03-21 14:53	cls	0.0000	9123	1.0	10.0	1.5	0.8	0.1	0.15	10.0	0.7	300	15	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:53	cls	0.0000	7033	1.0	7.5	1.5	0.8	0.05	0.15	5.0	0.5	300	30	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 14:54	cls	0.0000	2538	1.2	10.0	1.5	0.9	0.05	0.15	10.0	0.7	300	15	5.0	5	0.0	0.1	failed	exit 1
2026-03-21 14:54	cls	0.0000	2875	1.0	7.5	1.5	0.9	0.15	0.05	15.0	0.5	300	10	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 14:54	cls	0.0000	985	1.0	7.5	2.0	0.8	0.2	0.1	10.0	0.5	280	30	3.0	10	0.05	0.1	failed	exit 1
2026-03-21 14:54	cls	0.0000	7147	1.2	7.5	1.0	1.0	0.05	0.05	5.0	0.5	350	15	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 14:55	cls	0.0000	5081	0.9	5.0	1.5	0.8	0.15	0.15	15.0	0.7	300	30	5.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:55	cls	0.0000	9219	1.2	5.0	2.0	1.0	0.15	0.15	15.0	0.3	350	15	3.0	None	0.05	0.1	failed	exit 1
2026-03-21 14:55	cls	0.0000	4350	1.0	7.5	1.5	0.8	0.15	0.05	5.0	0.5	350	10	5.0	None	0.05	0.1	failed	exit 1
2026-03-21 14:55	cls	0.0000	3806	0.9	5.0	1.5	0.9	0.05	0.1	10.0	0.7	300	30	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:56	cls	0.0000	6385	1.1	7.5	1.5	0.8	0.1	0.1	5.0	0.5	300	20	3.0	10	0.1	0.1	failed	exit 1
2026-03-21 14:56	cls	0.0000	7655	1.0	7.5	2.0	0.9	0.05	0.15	5.0	0.7	280	30	5.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:56	cls	0.0000	647	0.9	5.0	1.5	1.0	0.1	0.1	10.0	0.7	280	15	3.0	10	0.05	0.1	failed	exit 1
2026-03-21 14:56	cls	0.0000	6780	0.9	7.5	1.5	0.8	0.1	0.15	5.0	0.3	280	20	3.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:57	cls	0.0000	5363	1.1	7.5	1.0	1.0	0.05	0.1	15.0	0.3	350	30	5.0	10	0.0	0.1	failed	exit 1
2026-03-21 14:57	cls	0.0000	3199	1.0	7.5	1.5	1.0	0.1	0.1	10.0	0.5	300	20	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 14:57	cls	0.0000	3924	1.0	10.0	1.5	0.9	0.05	0.05	10.0	0.7	280	20	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:57	cls	0.0000	3445	0.9	10.0	1.5	0.9	0.05	0.05	5.0	0.7	300	10	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:58	cls	0.0000	8741	0.9	10.0	1.5	0.9	0.2	0.1	15.0	0.7	350	10	5.0	5	0.0	0.1	failed	exit 1
2026-03-21 14:58	cls	0.0000	3982	0.8	7.5	2.0	0.8	0.2	0.05	15.0	0.5	350	15	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 14:58	cls	0.0000	6597	1.0	5.0	1.0	0.8	0.1	0.15	5.0	0.5	280	10	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 14:58	cls	0.0000	1041	1.0	10.0	1.5	0.8	0.15	0.05	10.0	0.3	350	10	5.0	None	0.05	0.1	failed	exit 1
2026-03-21 14:59	cls	0.0000	1803	1.0	10.0	1.5	1.0	0.15	0.1	15.0	0.3	350	10	3.0	None	0.05	0.1	failed	exit 1
2026-03-21 14:59	cls	0.0000	191	0.8	7.5	1.5	1.0	0.1	0.15	5.0	0.5	300	10	5.0	10	0.05	0.1	failed	exit 1
2026-03-21 14:59	cls	0.0000	2210	1.0	5.0	1.5	0.9	0.05	0.15	10.0	0.5	280	30	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 14:59	cls	0.0000	7069	1.1	10.0	1.0	1.0	0.15	0.1	10.0	0.3	350	15	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:00	cls	0.0000	5820	1.1	5.0	2.0	1.0	0.2	0.05	5.0	0.7	280	30	5.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:00	cls	0.0000	3351	1.0	7.5	1.5	1.0	0.15	0.05	10.0	0.3	300	15	5.0	None	0.05	0.1	failed	exit 1
2026-03-21 15:00	cls	0.0000	2729	1.0	5.0	1.5	1.0	0.2	0.15	10.0	0.5	350	20	5.0	None	0.05	0.1	failed	exit 1
2026-03-21 15:00	cls	0.0000	2371	1.2	5.0	1.5	0.9	0.05	0.1	10.0	0.3	300	15	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:01	cls	0.0000	8716	1.0	7.5	2.0	0.9	0.2	0.05	5.0	0.5	300	10	5.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:01	cls	0.0000	3043	0.8	7.5	1.5	0.9	0.15	0.15	15.0	0.7	300	10	5.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:01	cls	0.0000	3520	1.0	10.0	1.5	0.8	0.1	0.05	5.0	0.7	280	20	5.0	10	0.0	0.1	failed	exit 1
2026-03-21 15:01	cls	0.0000	6932	1.1	5.0	2.0	1.0	0.1	0.1	15.0	0.3	280	15	5.0	5	0.1	0.1	failed	exit 1
2026-03-21 15:02	cls	0.0000	7026	1.1	10.0	1.5	1.0	0.1	0.15	5.0	0.5	300	15	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:02	cls	0.0000	5639	1.2	10.0	1.5	0.9	0.2	0.1	15.0	0.5	280	15	5.0	None	0.1	0.1	failed	exit 1
2026-03-21 15:02	cls	0.0000	5937	0.8	10.0	2.0	0.8	0.15	0.1	5.0	0.5	300	30	5.0	None	0.05	0.1	failed	exit 1
2026-03-21 15:02	cls	0.0000	5473	1.0	5.0	1.0	0.8	0.1	0.05	5.0	0.5	300	10	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:03	cls	0.0000	6953	1.0	7.5	1.5	1.0	0.05	0.1	5.0	0.3	300	30	3.0	5	0.1	0.1	failed	exit 1
2026-03-21 15:03	cls	0.0000	3570	0.8	5.0	1.0	0.9	0.2	0.15	10.0	0.5	300	15	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 15:03	cls	0.0000	768	1.1	7.5	1.5	1.0	0.15	0.15	15.0	0.5	300	20	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:03	cls	0.0000	4096	1.2	10.0	2.0	0.8	0.1	0.1	15.0	0.5	300	15	5.0	None	0.05	0.1	failed	exit 1
2026-03-21 15:04	cls	0.0000	5378	1.0	7.5	1.0	0.9	0.1	0.05	5.0	0.3	300	10	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:04	cls	0.0000	9863	1.1	7.5	1.0	0.9	0.1	0.1	10.0	0.5	300	30	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:04	cls	0.0000	9605	0.8	7.5	1.5	0.8	0.1	0.05	5.0	0.3	350	10	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:04	cls	0.0000	2068	0.8	5.0	1.5	0.8	0.05	0.1	5.0	0.5	300	20	5.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:05	cls	0.0000	7136	1.2	7.5	1.0	0.8	0.2	0.15	10.0	0.5	350	10	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:05	cls	0.0000	7939	1.0	10.0	1.5	1.0	0.2	0.15	15.0	0.5	280	15	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:05	cls	0.0000	4317	1.0	10.0	1.5	0.8	0.2	0.1	15.0	0.3	300	15	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:05	cls	0.0000	7490	1.1	7.5	2.0	0.9	0.05	0.1	10.0	0.7	350	15	5.0	10	0.0	0.1	failed	exit 1
2026-03-21 15:06	cls	0.0000	9533	1.0	10.0	1.0	0.9	0.1	0.05	15.0	0.7	300	30	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:06	cls	0.0000	2995	1.0	10.0	1.5	1.0	0.05	0.15	15.0	0.5	300	30	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:06	cls	0.0000	159	0.8	7.5	1.0	0.9	0.15	0.05	15.0	0.5	350	15	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:06	cls	0.0000	7171	1.2	7.5	1.5	1.0	0.2	0.15	10.0	0.3	280	10	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 15:07	cls	0.0000	5201	0.8	7.5	1.5	1.0	0.2	0.05	10.0	0.3	300	15	5.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:07	cls	0.0000	4394	1.1	10.0	2.0	0.9	0.15	0.1	10.0	0.5	280	15	5.0	10	0.0	0.1	failed	exit 1
2026-03-21 15:07	cls	0.0000	295	1.0	5.0	2.0	1.0	0.05	0.15	5.0	0.5	300	20	5.0	10	0.1	0.1	failed	exit 1
2026-03-21 15:07	cls	0.0000	7119	1.0	5.0	1.5	1.0	0.05	0.1	15.0	0.7	300	10	3.0	10	0.05	0.1	failed	exit 1
2026-03-21 15:08	cls	0.0000	5541	1.1	10.0	1.0	0.8	0.2	0.1	5.0	0.7	280	20	3.0	None	0.05	0.1	failed	exit 1
2026-03-21 15:08	cls	0.0000	7095	0.8	10.0	1.5	0.8	0.15	0.05	15.0	0.5	300	30	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:08	cls	0.0000	2663	1.0	7.5	1.0	0.9	0.1	0.05	5.0	0.3	300	10	3.0	10	0.05	0.1	failed	exit 1
2026-03-21 15:08	cls	0.0000	4711	1.2	10.0	1.5	1.0	0.2	0.05	5.0	0.5	300	30	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:09	cls	0.0000	4883	1.0	5.0	1.0	0.9	0.1	0.05	15.0	0.3	300	15	5.0	None	0.05	0.1	failed	exit 1
2026-03-21 15:09	cls	0.0000	5997	0.8	7.5	1.5	0.8	0.2	0.1	10.0	0.5	300	30	3.0	10	0.0	0.1	failed	exit 1
2026-03-21 15:09	cls	0.0000	9298	1.2	10.0	1.5	0.9	0.2	0.15	15.0	0.3	350	15	5.0	None	0.1	0.1	failed	exit 1
2026-03-21 15:09	cls	0.0000	1738	1.0	7.5	2.0	0.8	0.05	0.1	15.0	0.3	350	30	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:10	cls	0.0000	7750	1.2	5.0	1.5	1.0	0.15	0.05	5.0	0.5	300	15	5.0	5	0.05	0.1	failed	exit 1
2026-03-21 15:10	cls	0.0000	3915	1.1	10.0	1.5	1.0	0.1	0.1	5.0	0.3	300	30	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:10	cls	0.0000	7026	0.9	10.0	1.5	1.0	0.15	0.15	5.0	0.5	350	20	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:10	cls	0.0000	2710	0.9	7.5	2.0	0.9	0.15	0.15	15.0	0.5	300	20	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:11	cls	0.0000	2461	0.8	5.0	1.5	0.9	0.2	0.15	10.0	0.5	300	15	3.0	10	0.0	0.1	failed	exit 1
2026-03-21 15:11	cls	0.0000	1474	1.0	7.5	1.0	0.9	0.1	0.15	10.0	0.3	300	10	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 15:11	cls	0.0000	5588	1.1	10.0	2.0	0.8	0.05	0.1	10.0	0.3	300	20	3.0	5	0.05	0.1	failed	exit 1
2026-03-21 15:11	cls	0.0000	328	1.0	10.0	2.0	1.0	0.1	0.15	5.0	0.7	300	10	5.0	None	0.05	0.1	failed	exit 1
2026-03-21 15:12	cls	0.0000	4782	0.9	7.5	2.0	0.9	0.2	0.05	15.0	0.5	350	10	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:12	cls	0.0000	2511	0.8	7.5	1.5	0.8	0.05	0.05	10.0	0.7	350	15	5.0	10	0.0	0.1	failed	exit 1
2026-03-21 15:12	cls	0.0000	1361	0.8	7.5	1.5	0.9	0.05	0.05	15.0	0.5	280	30	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:12	cls	0.0000	6010	0.8	7.5	1.5	0.9	0.1	0.15	5.0	0.7	350	15	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 15:13	cls	0.0000	9615	1.1	7.5	1.0	0.9	0.1	0.15	5.0	0.5	300	20	3.0	None	0.05	0.1	failed	exit 1
2026-03-21 15:13	cls	0.0000	131	1.2	7.5	2.0	0.9	0.2	0.05	15.0	0.3	300	10	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:13	cls	0.0000	1122	1.0	5.0	1.5	1.0	0.05	0.15	15.0	0.3	300	10	5.0	None	0.1	0.1	failed	exit 1
2026-03-21 15:13	cls	0.0000	7547	0.8	7.5	1.0	0.8	0.1	0.15	5.0	0.5	350	20	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:14	cls	0.0000	7789	1.1	7.5	2.0	0.8	0.15	0.1	10.0	0.3	300	15	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:14	cls	0.0000	215	1.2	10.0	1.0	1.0	0.05	0.05	15.0	0.7	280	10	5.0	None	0.1	0.1	failed	exit 1
2026-03-21 15:14	cls	0.0000	2021	1.2	7.5	1.5	0.8	0.1	0.15	15.0	0.5	350	15	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:14	cls	0.0000	3510	0.8	10.0	2.0	0.8	0.15	0.05	10.0	0.3	280	15	5.0	None	0.1	0.1	failed	exit 1
2026-03-21 15:15	cls	0.0000	7452	0.8	7.5	1.0	1.0	0.1	0.15	15.0	0.7	280	20	3.0	None	0.1	0.1	failed	exit 1
2026-03-21 15:15	cls	0.0000	5528	0.9	7.5	1.5	0.8	0.15	0.1	5.0	0.5	300	10	5.0	None	0.05	0.1	failed	exit 1
2026-03-21 15:15	cls	0.0000	4546	1.0	7.5	2.0	0.8	0.05	0.05	15.0	0.5	350	20	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:15	cls	0.0000	9049	1.1	7.5	1.5	0.8	0.15	0.15	10.0	0.3	350	20	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:16	cls	0.0000	8223	1.0	5.0	1.0	1.0	0.15	0.1	15.0	0.7	280	15	5.0	10	0.0	0.1	failed	exit 1
2026-03-21 15:16	cls	0.0000	8515	1.2	7.5	2.0	0.9	0.15	0.15	10.0	0.7	300	30	5.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:16	cls	0.0000	9563	1.0	10.0	1.5	0.9	0.1	0.1	5.0	0.3	300	15	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:16	cls	0.0000	5820	0.8	5.0	1.5	1.0	0.05	0.15	15.0	0.3	300	15	5.0	None	0.1	0.1	failed	exit 1
2026-03-21 15:17	cls	0.0000	9357	1.1	10.0	1.0	0.9	0.1	0.05	10.0	0.5	300	15	3.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:17	cls	0.0000	3253	0.9	7.5	1.5	0.8	0.05	0.15	5.0	0.5	280	30	5.0	5	0.0	0.1	failed	exit 1
2026-03-21 15:17	cls	0.0000	5614	1.2	10.0	1.5	0.8	0.05	0.15	10.0	0.7	280	10	3.0	None	0.0	0.1	failed	exit 1
2026-03-21 15:17	cls	0.0000	1445	1.0	5.0	2.0	0.8	0.15	0.15	5.0	0.7	300	20	3.0	10	0.05	0.1	failed	exit 1
2026-03-21 15:18	cls	0.0000	5661	1.0	5.0	1.5	1.0	0.1	0.1	10.0	0.5	280	20	3.0	10	0.05	0.1	failed	exit 1
